,pool,b,rebase_time,swap_time,mean_stopping_index,start_time,end_time,mean_stopping_time,fee_wealth_mean,IL_mean,pnl_mean,pnl_IL_mean,fee_wealth_apr,IL_mean_apr,pnl_apr,pnl_IL_apr,effective_tx_ratio
0,USDC_USDT_500_0815,0.05,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
1,USDC_USDT_500_0815,0.15,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
2,USDC_USDT_500_0815,0.1,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
3,USDC_USDT_500_0815,0.25,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
4,USDC_USDT_500_0815,0.2,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
5,USDC_USDT_500_0815,0.35,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
6,USDC_USDT_500_0815,0.3,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
7,USDC_USDT_500_0815,0.45,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
8,USDC_USDT_500_0815,0.4,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
9,USDC_USDT_500_0815,0.55,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
10,USDC_USDT_500_0815,0.5,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
11,USDC_USDT_500_0815,0.65,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
12,USDC_USDT_500_0815,0.6,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
13,USDC_USDT_500_0815,0.75,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
14,USDC_USDT_500_0815,0.7,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
15,USDC_USDT_500_0815,0.85,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
16,USDC_USDT_500_0815,0.8,1.0,90753.0,90753.0,2021-05-05 17:52:33,2021-08-10 20:53:17,97 days 03:00:44,1.562991054634363,-0.012997601443743179,1.5807810482435514,1.5499934531906945,0.0293687898932255,-0.00024422649431379893,0.02970306601269587,0.0291245633989131,0.2041475212940619
