,pool,b,rebase_time,swap_time,mean_stopping_index,start_time,end_time,mean_stopping_time,fee_wealth_mean,IL_mean,pnl_mean,pnl_IL_mean,fee_wealth_apr,IL_mean_apr,pnl_apr,pnl_IL_apr,effective_tx_ratio
0,RAI_DAI_500_0815,0.05,11.0,5718.0,519.8181818181819,2021-05-05 20:05:07,2021-08-12 03:26:00,8 days 22:29:10.272727272,1.1539363485814362,-1.9438336424898894,-0.6279023243302607,-0.7898972939084362,0.23564413543707657,-0.39694823608003144,-0.12822327725236146,-0.16130410064295136,0.05701294158796782
1,RAI_DAI_500_0815,0.15,3.0,5718.0,1906.0,2021-05-05 20:05:07,2021-08-12 03:26:00,32 days 18:26:57.666666666,3.4943295577256577,-9.656299231360814,-5.346538240179541,-6.161969673635146,0.19461092347268552,-0.5377916649529857,-0.2977666322293283,-0.34318074148029953,0.05089192025183631
2,RAI_DAI_500_0815,0.1,3.0,5718.0,1906.0,2021-05-05 20:05:07,2021-08-12 03:26:00,32 days 18:26:57.666666666,7.512810390009586,-6.8680494286258424,0.9754587276102787,0.6447609613837338,0.4184135879921321,-0.382504689291777,0.05432656555533484,0.03590889870035444,0.7917103882476391
3,RAI_DAI_500_0815,0.25,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
4,RAI_DAI_500_0815,0.2,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
5,RAI_DAI_500_0815,0.35,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
6,RAI_DAI_500_0815,0.3,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
7,RAI_DAI_500_0815,0.45,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
8,RAI_DAI_500_0815,0.4,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
9,RAI_DAI_500_0815,0.55,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
10,RAI_DAI_500_0815,0.5,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
11,RAI_DAI_500_0815,0.65,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
12,RAI_DAI_500_0815,0.6,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
13,RAI_DAI_500_0815,0.75,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
14,RAI_DAI_500_0815,0.7,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
15,RAI_DAI_500_0815,0.85,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
16,RAI_DAI_500_0815,0.8,1.0,5718.0,5718.0,2021-05-05 20:05:07,2021-08-12 03:26:00,98 days 07:20:53,19.43890455422324,-10.71202321003264,8.635613588146583,8.726881344190616,0.3608725798087019,-0.1988628237765243,0.16031542030018808,0.162009756032178,0.6736621196222455
