,pool,b,rebase_time,swap_time,mean_stopping_index,start_time,end_time,mean_stopping_time,fee_wealth_mean,IL_mean,pnl_mean,pnl_IL_mean,fee_wealth_apr,IL_mean_apr,pnl_apr,pnl_IL_apr,effective_tx_ratio
0,MKR_WETH_500_0815,0.05,19.0,709.0,37.31578947368421,2021-05-06 17:40:07,2021-08-09 12:59:42,4 days 23:45:14.473684210,0.5436752161012671,-1.741902828828119,1.3166922525939317,-1.1982276127268587,0.19884906053430804,-0.6371004798386979,0.48157982870482163,-0.4382514193043923,0.4217207334273625
1,MKR_WETH_500_0815,0.15,5.0,709.0,141.8,2021-05-06 17:40:07,2021-08-09 12:59:42,18 days 23:03:55,0.7152511464494198,-3.6922444463814488,6.774497861462999,-2.9769932999320643,0.06884287099967008,-0.35537826032616016,0.6520449281058492,-0.2865353893264934,0.08321579689703808
2,MKR_WETH_500_0815,0.1,7.0,709.0,101.28571428571429,2021-05-06 17:40:07,2021-08-09 12:59:42,13 days 13:02:47.857142857,0.7078927802451327,-0.2682100183127269,7.243620829005132,0.4396827619323988,0.09538848030024603,-0.03614127274937423,0.9760771716173451,0.05924720755087086,0.09449929478138223
3,MKR_WETH_500_0815,0.25,4.0,709.0,177.25,2021-05-06 17:40:07,2021-08-09 12:59:42,23 days 16:49:53.750000,0.8198189191130496,-9.333590424323027,5.253586710672032,-8.51377150520998,0.06312600923103007,-0.7186859214250729,0.4045258720702542,-0.655559912194043,0.0691114245416079
4,MKR_WETH_500_0815,0.2,4.0,709.0,177.25,2021-05-06 17:40:07,2021-08-09 12:59:42,23 days 16:49:53.750000,0.7729743394491502,8.174967918365688,22.40155362345896,8.94794225781483,0.05951897931339131,0.6294720556539943,1.724918329957306,0.6889910349673851,0.06346967559943582
5,MKR_WETH_500_0815,0.35,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
6,MKR_WETH_500_0815,0.3,3.0,709.0,236.33333333333334,2021-05-06 17:40:07,2021-08-09 12:59:42,31 days 14:26:31.666666666,0.6790556744344709,1.542616227160778,16.922603856150687,2.221671901595253,0.03921543566514965,0.08908602002717982,0.9772796366960202,0.1283014556923297,0.0535966149506347
7,MKR_WETH_500_0815,0.45,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
8,MKR_WETH_500_0815,0.4,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
9,MKR_WETH_500_0815,0.55,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
10,MKR_WETH_500_0815,0.5,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
11,MKR_WETH_500_0815,0.65,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
12,MKR_WETH_500_0815,0.6,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
13,MKR_WETH_500_0815,0.75,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
14,MKR_WETH_500_0815,0.7,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
15,MKR_WETH_500_0815,0.85,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
16,MKR_WETH_500_0815,0.8,1.0,709.0,709.0,2021-05-06 17:40:07,2021-08-09 12:59:42,94 days 19:19:35,1.4571033302972392,-23.154659655134196,10.98172312527899,-21.69755632483694,0.028049217984143754,-0.44572686268106354,0.21139801095618047,-0.4176776446969194,0.04372355430183357
