,pool,b,rebase_time,swap_time,mean_stopping_time,fee_wealth_mean,IL_mean,theo_IL,pnl_mean,pnl_IL_mean,theo_pnl_mean,fee_wealth_apr,IL_mean_apr,theo_IL_apr,pnl_apr,pnl_IL_apr,theo_pnl_apr,effective_tx_ratio
0,0_2_epoc.csv,0.2,52.0,150000.0,2884.6153846153848,1.2455660090311924,-1.8988061724955094,-2.01336002541094,-0.5181480844224067,-0.6532401634643173,-0.7677940163797476,0.06227830045155963,-0.09494030862477548,-0.10066800127054702,-0.02590740422112034,-0.03266200817321587,-0.03838970081898739,0.10267333333333334
1,0_4_epoc.csv,0.4,9.0,150000.0,16666.666666666668,3.0203608118160514,-3.8722821715623157,-4.107523258028155,-0.47320133976882167,-0.8519213597462638,-1.0871624462121035,0.1510180405908026,-0.1936141085781158,-0.20537616290140778,-0.023660066988441086,-0.0425960679873132,-0.05435812231060518,0.0528
2,0_64_epoc.csv,0.64,3.0,150000.0,50000.0,4.0102765225064285,-4.867845421871182,-6.845942276309515,-0.15403237887894283,-0.857568899364757,-2.8356657538030863,0.20051382612532145,-0.24339227109355915,-0.3422971138154758,-0.007701618943947143,-0.04287844496823786,-0.14178328769015433,0.03214
3,0_6_epoc.csv,0.6,3.0,150000.0,50000.0,4.180431701337158,-5.087667012957127,-6.366535821482412,-0.38515791055460236,-0.9072353116199681,-2.186104120145254,0.20902158506685792,-0.2543833506478564,-0.31832679107412065,-0.01925789552773012,-0.045361765580998414,-0.10930520600726272,0.03305333333333333
4,0_8_epoc.csv,0.8,3.0,150000.0,50000.0,3.5068999775890908,-5.296666235063355,-8.881059821876232,-0.044676301831379384,-1.789766257474263,-5.37415984428714,0.17534499887945457,-0.26483331175316777,-0.44405299109381163,-0.0022338150915689695,-0.08948831287371317,-0.26870799221435704,0.02276
5,1_0_epoc.csv,1.0,1.0,150000.0,150000.0,1.799553247509823,-4.56608481258106,-11.752011936438013,-1.3565439366667293,-2.7665315650712374,-9.95245868892819,0.08997766237549117,-0.22830424062905305,-0.5876005968219008,-0.06782719683333648,-0.1383265782535619,-0.49762293444640954,0.005246666666666667
